Organization,Account,Report_Year_End,Report_Month_End,Incentive,Have_Target,Scope3,Savings_Proj_10,Invest_10,Year_MWh,Year_Scope1,Year_Scope2,CDP_Report,Savings_Proj,Savings_Real,Invest,Intensity_FTE,Intensity_Rev
Oracle Corporation,14013,2017,12,1,1,991706.12,,,2448618,14763,513072,2018,31367,29984,3981806,,1.36E-05
Mondelez International Inc,42037,2017,12,1,1,12217015,,,10063228,778304,852939,2018,27172,6817,0,,6.31E-05
ModusLink Corporation,41519,2017,7,0,1,2229,,,46222,918,9998,2018,,0,0,,2.50E-05
Leidos,49441,2017,12,1,1,56713,,,414984,2582,70418,2018,2019,1958,70367,,7.18E-06
"Legg Mason, Inc.",10612,2017,12,1,1,3571.91,,,21724.32,134.93,3325.03,2018,33.7,12.7,6695,,1.20E-06
"L Brands, Inc.",10733,2017,12,0,0,757003,,,1253454,24399,259475,2018,2204,2198,0,,2.29E-05
Las Vegas Sands Corporation,10494,2017,12,1,1,567697,,,4254752,249971,824321,2018,46310,23838,13766698,,7.83E-05
Lam Research Corp.,40327,2017,12,1,1,3359344.79,,,380786.46,26482.59,53068.39,2018,718.76,85,622422,,8.32E-06
Laboratory Corporation of America Holdings,10408,2017,12,1,1,31063,,,4237235,137245.7,176277.81,2018,6954,7579.2,13401500,,3.07E-05
"Krueger International, Inc",35790,2017,12,0,1,0,,,23187,9448.02,13673,2018,0,0,0,,42
Kroger,10331,2018,2,1,1,1772952.69,,,25483818,2791304,4035724.16,2018,403670,168500,59000000,,5.56E-05
Kohl's Corporation,10233,2017,12,1,1,546986,,,2692952,38553,529170,2018,30375,30375,0,,2.97E-05
Kohler Co.,34006,2017,12,0,1,161000,,,5924500,411000,450000,2018,,0,0,,143
Kimco Realty,10143,2017,12,1,1,116284.71,,,236018.52,2696.87,42096.4,2018,4183.51,1202.51,8277693,,3.80E-05
Kimberly-Clark Corporation,10148,2017,12,1,1,12930645,,,33141550,2091867,2441190,2018,1604350,159329,60265000,,0.000248264
KeyCorp,10109,2017,12,1,1,52847,,,405669,13671,47273,2018,8638,2901,5833919,,9.66E-06
Keurig Green Mountain,40297,2017,9,1,1,987612,,,93007,28490,30751,2018,199114,30751,140000,,1.39E-05
Kellogg Company,10056,2017,12,1,1,15472251,,,7577936,540275,765504.5,2018,3361,3200,0,,9.30E-05
Kansas City Southern,9954,2017,12,1,1,0,,,11701634.34,1458919,13895,2018,87856.01,87855.66,310000,,0.000570217
"Juniper Networks, Inc.",9902,2017,12,1,1,1868039,,,523190,4133,79774,2018,28355,6155,1805000,,1.70E-05
PVH Corp,44266,2018,1,0,1,0,,,838946,32689,107792,2018,5391,1856,1090000,,1.58E-05
JPMorgan Chase & Co.,9871,2017,12,,1,218014,,,,78229,770704,2018,266539,236520,0,,8.52E-06
Lennox International Inc,40330,2017,12,1,1,132877000,,,594000,89400,71400,2018,3769,6208,706000,,4.04E-05
Molson Coors Brewing Company,12348,2017,12,1,1,5289217,,,7752327,448040,679251,2018,14912,1804.39,4663754,,0.000102455
"Level 3 Communications, Inc.",33282,2017,12,1,1,175929.48,,,3190395.6,39105.74,552751.79,2018,42338.12,16338.12,5000000,,7.40E-05
Lincoln National Corporation,10696,2017,12,1,1,32653.92,,,80277.52,2912.37,11097.2,2018,278.83,278.83,868600,,9.8726
Microsoft Corporation,11930,2017,6,1,1,21254260,,,13437888,97639,2692709,2018,2253020,524985,8263705,,2.89E-05
"Micron Technology, Inc.",11905,2017,12,1,1,155835,,,14863545,2843993,2455454,2018,90167,42455,9273746,,0.000222
Microchip Technology,11904,2017,12,1,1,5555,,,1675954,488044,209819,2018,2503.92,2503.84,1037839,,198.38
MGM Resorts International,11876,2017,12,1,1,36661,,,5019726,251214,614756,2018,41324,3588,0,,8.04E-05
"MetLife, Inc.",11796,2017,12,1,1,10516030.92,,,607034,15929,108019,2018,65572,65572,382828,,0.0002
"Merck & Co., Inc.",11765,2017,12,1,1,6586000,,,10591600,801600,450800,2018,60550,35395,5185000,,3.12E-05
McDonald's Corporation,11581,2017,12,1,1,43380785,,,4799810,176060,775745,2018,27552,27552,0,,4.17E-05
"McCormick & Company, Incorporated",11566,2017,11,1,1,0,,,700212,27949,89047,2018,2989,2990,1718034,,2.42E-05
MasterCard Incorporated,11421,2017,12,1,1,490291.25,,,411348.74,6272.07,78489.27,2018,28657,27587,0,,6.00E-06
Masco Corporation,11411,2017,12,0,0,9572,,,1674830,83286,219080,2018,,0,0,,3.96E-05
"Marsh & McLennan Companies, Inc.",11383,2017,12,1,1,86784.25,,,629303.44,14405.8,94269.57,2018,17300,12361.7,100000,,7.76E-06
Mars,11382,2017,12,1,1,24936000,,,12748202,733463,1159778,2018,636000,96500,4264000,,5.41E-05
"Marriott International, Inc.",11329,2017,12,1,1,4995531,,,35311839,1358825,4878992,2018,138510,85857,28579200,,0.000272465
ManpowerGroup,40344,2017,12,0,1,13155,,,201301,14819,14056,2018,300,300,0,,1.40E-06
"Macy's, Inc.",11141,2018,1,1,0,0,,,3732797,97837,631865,2018,73412,73412,9040000,,2.94E-05
Macerich Co.,40342,2017,12,1,1,188995,,,1184724.92,12741.24,47406,2018,70744,39966,31495000,,6.05E-05
LyondellBasell Industries N.V.,11085,2017,12,1,1,241431500,,,226489000,13928000,9017000,2018,2306692,203371,26200000,,0.0006652
"Lowe's Companies, Inc.",11017,2017,12,0,1,390737,,,13272335,399567,2021567,2018,440000,444000,709800000,,3.53E-05
Lockheed Martin Corporation,10820,2017,10,1,1,30605000,,,6098114,291523,745682,2018,21770,17860,13495500,,2.03E-05
Levi Strauss & Co.,10661,2017,11,1,1,5178665,,,278246,9301,45287,2018,5366,357,565000,,1.11E-05
Quest Diagnostics Incorporated,15440,2017,12,1,0,39998,,,1432902,91209,142805,2018,13448,13539,16095722,,31.9
Union Pacific Corporation,19845,2017,12,1,1,3671293.8,,,1449554218,10613883,356015,2018,1250273,613719.6,24853500,,0.000516474
"Regeneron Pharmaceuticals, Inc.",40390,2017,12,1,1,284400,,,736540,48800,32900,2018,440,438.8,443499,,1.39E-05
Virtusa,20186,2018,3,1,1,12832.65,,,50389.79,166.81,15137.91,2018,1189.66,1211.91,454344,,1.499
Viacom Inc.,20159,2017,12,1,1,19718.1,,,377845.13,10652.56,48358.85,2018,157301,157301,85000,,4.45E-06
VF Corporation,22872,2017,12,1,0,41306,,,1173667.27,72529,161006,2018,9300,2500,525000,,1.98E-05
Verizon Communications Inc.,20175,2017,12,1,1,30254507.14,,,25310600.32,382750.78,4745646.32,2018,475634,230634.26,13686000,,4.07E-05
Verisk Analytics Inc,40461,2017,12,1,0,8152.17,,,107219.17,4607.94,11776,2018,0,24717.3,43491,,7.64E-06
Ventas Inc,22873,2017,12,1,1,84197.9,,,2637290.63,77502.99,363660.78,2018,51644,26698,20994364,,0.000190285
Vectren Corporation,20141,2017,12,1,1,7543797.5,,,5098544,5443128,21432.1,2018,0,67076,0,,0.0026
Visa,22867,2017,12,1,0,55181.62,,,378088.74,9143.43,88044.87,2018,12623.8,10999.89,43942,,5.18E-06
Varian Medical Systems Inc,22874,2017,9,1,1,1856505,,,165134,19820,12666,2018,2215,2215,0,,1.22E-05
U.S. Bancorp,19593,2017,12,1,1,84724,,,1729380,55029,287196,2018,13396,7371,9059988,,1.55E-05
UPS,19898,2017,12,1,1,20071000,,,103716000,13047000,745000,2018,246000,229000,0,,0.000209376
Unum Group,20021,2017,12,1,1,48041.3,,,118314,6099,18820,2018,2000,2000,0,,0
United Technologies Corporation,19859,2017,12,1,1,400103540,,,10511956,785316,1071071,2018,302129,37819,6268750,,3.10E-05
United Continental Holdings,19569,2017,12,1,1,8412800,,,252134198,32429263,331527,2018,55372088,54679651,22230000000,,0.0008671
UNFI,31070,2017,7,1,0,7962080,,,1614099,184190,46749,2018,1167,899,75200,,2.49E-05
"Tyson Foods, Inc.",19581,2017,10,0,1,0,,,26143608,3044704,2597619,2018,27662,27662,50000000,,0.15
Twenty-First Century Fox,13126,2017,6,1,1,268948,,,1110219.13,60395,120093,2018,2641.94,528.83,2504872,,6.33E-06
Varex Imaging Corporation,831825,2017,12,1,1,4521,,,96302,25374,14767,2018,7784,682,1838210,,5.75E-05
Visteon,20265,2017,12,1,1,8954,,,191654,1260,40586,2018,2560,820,329200,,1.00E-05
"VMware, Inc",36917,2018,1,1,1,150823.73,,,314708,3996,59466,2018,2479,2479.16,1189620,,8.01E-06
Voya Financial,50310,2017,12,1,0,83752.2,,,88392,1357,18437,2018,514.7,514.7,290000,,0
Johnson & Johnson,9829,2017,12,1,1,12369774,,,7125388,460076,673945,2018,254304,182636,32269361,,1.48E-05
Xylem Inc,36718,2017,12,1,1,9425,,,651858,37325,53258,2018,980.8,510,0,,1.93E-05
Xilinx Inc,22859,2017,12,1,1,0,,,107128,1493,25533,2018,3232,3232,4148,,1.06E-05
Xerox Corporation,20822,2017,12,1,1,181593,,,1381512,92077,62583,2018,11896,6118,197197,,1.50E-05
Wyndham Worldwide Corporation,20869,2017,12,1,1,5617,,,2590317,121993,282778,2018,44000,8000,125000,,6.95E-05
"W.W. Grainger, Inc.",22861,2017,12,1,1,206895,,,742286,38600,83959,2018,5323,4727,8919833,,1.38E-05
World Bank Group,20801,2018,6,1,1,126851.85,,,345070,10550.89,55155.93,2018,95.8,0,0,,8.54E-06
Wisconsin Energy Conservation Corporation (WECC),63454,2017,6,0,1,195.6,,,1296.82,90.54,232.65,2018,40,0,0,,2.72E-05
WestRock Company,58295,2017,9,1,1,8776971.24,,,242825508,5185753.76,2006796.97,2018,190000,190000,6800000,,0.000484031
Western Digital Corp,22865,2017,12,1,1,11332.3,,,4065260,50190.3,1080603.2,2018,23585,17901.4,4333488,,57
Wesco International,20593,2017,12,0,1,5651.25,,,274323.58,34801.2,24313.5,2018,4250,2263.5,267300,,7.60E-06
Wells Fargo & Company,20575,2017,12,1,1,3949509,,,4669422,85830,848520,2018,927605,835545,16333200,,1.06E-05
WEC Energy Group,20750,2017,12,1,1,26600000,,,185521374,30206300,0,2018,7600,7600,290000000,,3.949310322
Waters Corporation,20523,2017,12,0,0,381022,,,224507,13481,19928,2018,,0,0,,14.5
"Waste Management, Inc.",20515,2017,12,1,1,11009350,,,16777480,15689993,244828,2018,14398944,5555432,58475000,,0.000110009
Walt Disney Company,20384,2017,9,1,1,0,,,11693457,843275,1002150,2018,553,553,388677,,3.40E-05
"Wal-Mart Stores, Inc.",20402,2017,12,1,1,51637808,,,88583008,6523390,13187651,2018,3703000,503600,36850005,,3.94E-05
Walgreens Boots Alliance,20398,2017,8,1,1,121000,,,9140000,376000,1863000,2018,20300,20300,53613000,,1.89E-05
VWR International LLC,20344,2017,12,0,1,0,,,106594,5144,16604,2018,0,0,0,,3.00E-06
Trinseo LLC,37921,2017,12,1,1,4785868,,,3687748,265907,865742,2018,114732,23728.15,5900000,,0.000254412
Raytheon Company,15541,2017,12,1,1,327355,,,2424388,88136,331006,2018,18947,5747,8895122,,1.65E-05
Trimble Navigation Ltd.,40442,2017,12,0,1,0,,,32595.17,1321.9,6822.47,2018,0,0,0,,3.02E-06
T Mobile USA inc,22331,2017,12,1,1,4465491,,,5679546,32000,1113000,2018,1440300,765000,350000,,2.82E-05
State Street Corporation,17690,2017,12,1,1,207654.91,,,575576.2,9680,0,2018,130175,123955,1657867,,8.94E-06
Starbucks Corporation,17652,2017,10,1,0,15931244,,,2164090,291271,808914,2018,520134114,520203220,2640000,,4.91E-05
"Stanley Black & Decker, Inc.",17673,2017,12,1,1,15031789,,,2465938,114274,334982,2018,9210,5630,7170000,,3.52E-05
S&P Global,11584,2017,12,1,1,234829.62,,,166967.28,2425.5,41839.73,2018,829.2,829.2,0,,7.30E-06
Southwest Airlines Co.,17420,2017,12,1,1,279000,,,158406022,20148910,57634,2018,1239400,606680,7920000,,0.000954
Simon Property Group,17069,2017,12,1,1,573949,,,1602620,19261,291245,2018,8132,3323,1218752,,5.60E-05
Sherwin-Williams Company,16842,2017,12,1,1,8475,,,5168376,446796,390586,2018,0,0,0,,5.60E-05
Steelcase,17788,2017,12,1,1,824944,,,899448,47840,79422,2018,1339.54,941.98,149700,,0.0417
Sempra Energy,16652,2017,12,1,1,55362527,,,42403842,5113005,247314,2018,4431339,5289577,2931000000,,0.00048
"Schnitzer Steel Industries, Inc.",40410,2017,8,0,0,3750127.02,,,1565386,119626,47398,2018,6039,7239,76200,,0.101607
salesforce.com,16158,2018,1,1,1,822363,,,1141678.76,4485,235790,2018,897722,541681,299481,,2.29E-05
"Ryder System, Inc.",16072,2017,12,1,1,10205712,,,779193,687633,115677,2018,209696,203620,390487689,,0.00011
Royal Caribbean Cruises Ltd,15946,2017,12,1,1,6313,,,12186322,4225453,9317,2018,27990,16820,11730000,,0.00484
Rockwell Automation,15913,2017,9,0,1,0,,,306088,32225,0,2018,208,8,28000,,20.5
Rockline Industries,23577,2017,6,1,1,26347,,,82698.17,6188,21958,2018,0,0,0,,
"Republic Services, Inc.",15670,2017,12,1,1,1685375,,,14534763,13486262,261044,2018,958965,34400,1860000,,0.001369049
Regions Financial Corporation,15623,2017,12,1,0,250,,,469632,5092,105978,2018,670,670,0,,1.94E-05
Sealed Air Corp.,16606,2017,12,1,1,3414000,,,1803974,182471,397117,2018,10411,9930,1628000,,0.11
Stryker Corporation,17815,2017,12,1,0,56880,,,433876,20022,83561,2018,23.6,9.6,9300,,8.32E-06
Symantec Corporation,18126,2018,3,1,1,394282,,,379102,3285,73433,2018,2652655,2655,59826,,1.91E-05
"TJX Companies, Inc.",19145,2018,1,1,1,79400,,,4421252,99906,684375,2018,94100,80890,19110490,,2.19E-05
Tiffany & Co.,19083,2018,1,0,1,0,,,230952,3124,40201,2018,32407,31500,2260000,,1.04E-05
Thomson Reuters Corporation,19075,2017,12,0,1,925188,,,1004716,7294,256009,2018,5869.47,1895,314756,,2.30E-05
"The Travelers Companies, Inc.",19377,2017,12,1,1,18175,,,375107,26640,28250,2018,0,0,0,,1.89E-06
The Mosaic Company,12382,2017,12,1,1,4057093,,,20391868,2430167,1741674,2018,210121,57180.7,40850000,,0.0005627
The Kraft Heinz Company,58857,2017,12,1,1,21519075.35,,,9092758,709692,756918,2018,0,2800,0,,5.62E-05
The J.M. Smucker Company,22360,2017,12,1,1,0,,,3044698,187932,248095,2018,16633,3182,64000,,59.25
"The Home Depot, Inc.",8526,2017,12,1,1,319256806,,,12409813,433633,1684212,2018,298557,122178,944000,,2.10E-05
"The Hartford Financial Services Group, Inc.",8116,2017,12,1,1,42716,,,275850,14769,21206,2018,3076.6,1174.6,768140,,2.12E-06
The Dow Chemical Company,4826,2017,12,1,1,78894000,,,319585206,25760540,8814966,2018,1165000,1147750,15280000,,0.00062289
The Coca-Cola Company,3564,2017,12,1,1,56591846,,,4288236,400598,478834,2018,298928,15178,10013812,,2.48E-05
Textron Inc.,18633,2018,1,1,1,33912,,,3220598.51,188546,480679,2018,15057,15057,5100000,,0.049
Texas Instruments Incorporated,18640,2017,12,1,1,32823,,,5927988,1161654,1234444,2018,307442,207442,4590000,,0.00017
Terex Corporation,18573,2017,12,0,1,0,,,599745,48490,44409,2018,109,109,142608,,2.13E-05
Teradyne Inc.,18553,2017,12,1,1,6989,,,161028,1852,28211,2018,18,18,25984,,1.41E-05
Tenneco,34453,2017,12,1,1,0,,,2312263,86847,337782,2018,1015,352,437831,,49.49
Tapestry Inc,3546,2017,7,1,1,28109,,,213136,1060.86,50140,2018,714,714,0,,0.00017
Sysco Corporation,18155,2017,12,1,1,12597,,,7682436,968831,301000,2018,9346,5144,783263,,2.48E-05
Celgene Corporation,2982,2017,12,1,1,36217,,,431471.53,22222,36597,2018,820,830,1375000,,4.52E-06
jcpenney,22370,2017,12,1,1,158619,,,3151926,57130,585132,2018,12373,12373,4830000,,5.14E-05
Caesars Entertainment,8054,2017,12,1,1,1840384,,,5340744,221875,646738,2018,14306,7564,4856100,,0.000112253
Cabot Corporation,2555,2017,12,1,1,24887,,,4320600,4596600,343100,2018,3000,3000,0,,0.00175
Bunge,2407,2017,12,1,1,0,,,49720342.12,1722634,1549444,2018,10400,8400,6000000,,7.15E-05
Brown-Forman Corporation,2354,2017,12,1,1,5621,,,1751032,99053.42,68997.6,2018,13841,13045,1300000,,5.17E-05
BROADRIDGE FINANCIAL SOLUTIONS INC,2326,2018,4,1,1,67754,,,340000,10953,49399,2018,3100,2950,15000000,,1.39E-05
Bristol-Myers Squibb,2191,2017,12,1,1,196378,,,3385650,243800,130676,2018,12880,9593,3299734,,1.12E-05
BorgWarner,2055,2017,12,1,1,25838,,,1924046,58928,282044,2018,6619,892.54,417959,,3.48E-05
California Resources Corp,59242,2017,12,1,1,18746707.85,,,37456559.41,3598209.26,333904.7,2018,1844500,29000,200000,,0.00196
Boeing Company,2017,2017,12,1,1,285000,,,10356000,626000,896000,2018,20600,20600,17554600,,1.63E-05
BlackRock,1875,2017,12,1,1,49984,,,175753.2,5061.3,22134.6,2018,13706,13609,574393,,2.18E-06
Biogen Inc.,1857,2017,12,1,1,482237,,,901700,61616,41653,2018,6418,3409,30955000,,8.41E-06
"Best Buy Co., Inc.",1693,2017,12,1,1,19887148,,,3600110,219636,413250,2018,35180,12612,3330000,,1.50E-05
"Berry Global Group, Inc",1708,2017,9,1,1,5469000,,,7255444,153655,1260888,2018,129000,28000,20100000,,0.000199
Bemis Company,22901,2017,12,1,1,0,,,3559038,184493,545521,2018,2473,363,254451,,0.0001804
"Becton, Dickinson and Co.",1639,2017,9,1,1,1901935,,,4202109,87638,402290,2018,30126,15789,4997910,,4.05E-05
Baxter International Inc.,1574,2017,12,1,1,4168000,,,5391671,295000,424000,2018,83073,61700,7620750,,6.81E-05
Bank of America,1452,2017,12,1,1,5248277,,,4717330,82298,836052,2018,161000,147000,22720000,,1.05E-05
BNY Mellon,1464,2017,12,1,1,496869,,,716816,8265,146657,2018,158366,150609,23252626,,9.97E-06
Campbell Soup Company,2611,2017,7,1,1,4971215370,,,6112482,416838,334502,2018,15810,3469,922191,,9.52E-05
Capital One Financial,2695,2017,12,1,1,215767.75,,,945106,11569,172868,2018,405.55,405.55,750000,,6.77E-06
Compass Minerals International Inc,40241,2017,12,0,1,424775,,,3132530,217520,85141,2018,,17000,0,,0.000223
"CommScope, Inc.",3654,2017,12,0,1,0,,,374551.07,91946,120138,2018,11400,10400,0,,4.65E-05
Comerica Incorporated,3640,2017,12,1,1,42185,,,244638,6491.56,51629.47,2018,9414,4723.35,8800000,,1.83E-05
Comcast Corporation,3635,2017,12,1,1,0,,,51084767,513316,1491298,2018,55774,13092,5753264,,2.37E-05
Colgate Palmolive Company,3551,2017,12,1,1,54086000,,,3655914,201427,415886,2018,12559,3180,730270,,3.99E-05
CMS Energy Corporation,3538,2017,12,1,1,14186249,,,32176000,13046393,56659,2018,1543195,1543195,1675499369,,0.00211
Clorox Company,3507,2017,12,1,1,306384,,,1422956,74835,199264,2018,18000,17979,2590000,,45
Citizens Financial Group Inc,58300,2017,12,1,0,14672.54,,,346325.22,11482,41392,2018,535,186,0,,9.27E-06
"Cisco Systems, Inc.",3329,2017,7,1,1,34545815,,,3649684,41914,736064,2018,571822,551728,10466902,,1.62E-05
Cincinnati Financial Corporation,3358,2017,12,1,0,0,,,194498.82,17224.15,16529.08,2018,0,0,0,,5.89
Cigna,3352,2017,12,1,1,20083,,,635486.46,10448,54500,2018,6028,3929,35437771,,1.56E-06
"Church & Dwight Co., Inc",3323,2017,12,1,1,1176449,,,969598,80596,91744,2018,85334,85334,390587,,45.63
CenturyLink,31497,2017,12,1,1,7628.22,,,7868315.52,235997,1376440,2018,21237,12066,0,,9.20E-05
CBS Corp.,2942,2017,12,1,0,19638.47,,,1178342.46,16181.18,171492.26,2018,478,478,0,,1.37E-05
"CBRE Group, Inc.",2885,2017,12,1,1,18626,,,516840,46057,25010,2018,427946,427946,0,,5.00E-06
CA Technologies,2519,2017,12,1,1,52566,,,261864,13063,35341,2018,91,90,25000,,1.14E-05
Carnival Corporation,2870,2017,11,1,1,54100,,,37919970,10642209,45437,2018,443786,311864,0,,0.0006
Cargill,2802,2017,12,0,1,40632,,,105578465,7463035,5512615,2018,0,103200,84150000,,0.00011
Cardinal Health Inc.,2825,2017,12,1,0,20600,,,1173208.5,155000,206000,2018,0,0,0,,2.90E-06
Compatico,44653,2017,12,0,1,0,,,128.88,163.24,40.45,2018,3,2,15610,,22.66
"Avon Products, Inc.",1271,2017,12,1,1,9928,,,402252,30171,65735,2018,2150,98,95600,,1.70E-05
Avangrid Inc,63724,2017,12,1,1,9359119,,,17563868,1003915,704657,2018,1720000,943064,930040000,,0.00028653
Allstate Insurance Company,582,2017,12,1,1,48258,,,868510,53818,91209,2018,311,301,34850,,3.76E-05
Alliance Data Systems,40183,2017,12,0,0,105611,,,342267.98,2275,39231,2018,0,0,2000000,,5.38E-06
Allergan plc,533,2017,12,1,1,293525,,,1383611,88190,76124,2018,26636,2511,2249306,,1.03E-05
Alcoa Corp.,511,2017,12,1,1,38678509,,,184395016,16482808,6580845,2018,127520,127520,0,,0.001979373
"Albertsons Companies, LLC",73490,2016,12,1,0,0,,,12117144708,2437915.38,2536421.7,2018,25028,0,0,,8.33E-05
AK Steel Holding Corporation,453,2017,12,1,1,0,,,39332394,6567119,2381085,2018,,0,0,,0.001472
Akamai Technologies Inc,454,2017,12,1,1,108603,,,545277,0,110122,2018,186511,71755,1892500,,4.40E-05
"Alphabet, Inc.",7616,2017,12,1,1,2719023,,,16058818,66549,3301392,2018,2223,1406,13921502,,3.04E-05
"Air Products & Chemicals, Inc.",435,2017,12,1,1,4930000,,,109200000,17200000,11500000,2018,149500,142000,7400000,,0.0035
AFLAC Incorporated,362,2017,12,1,1,12853,,,76854,3436,11718,2018,390,392.3,2064327,,2.46E-06
Affiliated Managers Group,365,2017,12,1,1,2039.27,,,2483.03,326.01,852.73,2018,,0,0,,5.11E-07
Aetna Inc.,356,2017,12,1,1,120017,,,10759917,9724,69287,2018,1507,337,0,,1
"Adobe Systems, Inc.",333,2017,11,1,1,96052.52,,,473914,14477,66268,2018,17868,3067,500000,,1.11E-05
AbbVie Inc,45103,2017,12,1,1,1012988,,,4454126,293271,334131,2018,38460,27460,15000,,2.22E-05
Abbott Laboratories,64,2017,12,1,1,7600000,,,7534000,531000,503000,2018,9247,0,0,,3.85E-05
3M Company,285,2017,12,1,1,9339900,,,17338220,3960000,1880000,2018,160062,99795,21932580,,184
"Yum! Brands, Inc.",20917,2017,12,1,1,9271493,,,2253024,107301.9,351442.5,2018,808917,808917,25291777,,7.80E-05
Agilent Technologies Inc.,391,2017,10,1,1,623438,,,277377,8196,51856,2018,8200,2960,3520000,,0.0133
"Altria Group, Inc.",628,2017,12,1,1,2407298,,,2555322,167695,172312,2018,82962,81680,39227000,,1.33E-05
Ameren Corporation,661,2017,12,1,1,1006504.9,,,88786476,30200376,68388,2018,595981,595981,133641000,,0.0049
American Airlines Group Inc,660,2017,12,1,0,237000,,,0,41892600,375400,2018,0,0,0,,0.001001445
AvalonBay Communities,1219,2017,12,1,1,42483,,,605303,19008,62243,2018,12363.02,12155.75,10692794,,3.76E-05
"Autodesk, Inc.",1198,2018,1,1,1,234085.71,,,115000,2270,13206,2018,800,800,0,,7.53E-06
"Assurant, Inc.",1087,2017,12,1,1,6073.5,,,105684.8,1557,26915.9,2018,229,171,23944,,4.40E-06
Ashland Global Holdings Inc,1017,2017,12,0,1,1967000,,,6732063,445000,667000,2018,1700,1705.8,167000,,0.00034
Arista Networks,51537,2017,12,1,0,9925086.56,,,38968.2,891.23,4448.69,2018,370,300,0,,3.34E-06
Arconic,64106,2017,12,0,1,12110192,,,23794102,1657654,1697984,2018,64592,65000,13500000,,0.000259
Archer Daniels Midland,912,2017,12,1,1,34556000,,,118522800,14612000,2858900,2018,251859,65324,4560000,,0.000279
AptarGroup,846,2017,12,1,1,377653,,,1002020,17608,158155,2018,1030.54,518.17,1194004,,71.18793034
Applied Materials Inc.,868,2017,12,1,0,17322,,,834000,41080,0,2018,1778,2667,25000,,2.83E-06
Apple Inc.,865,2017,9,1,1,27373000,,,4310110,45397,0,2018,12243820,3714420,11500000,,1.98E-07
